InspectionID,EquipmentID,EquipmentName,InspectionDate,Inspector,InspectionType,Checkpoints,Readings,Result,Findings,Recommendations,NextInspectionDate,Status
INS-00001,BE001,Bucket Elevator,2024-09-28,Safety-Team,Quarterly,Chain Tension | Belt Slippage | Bearing Temp | Drive Current | Take-up Position,Chain Tension: 38.2 mm/s | Belt Slippage: 13.5 mm/s | Bearing Temp: 58.3 °C | Drive Current: 41.8 A | Take-up Position: 49.5 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2025-09-28,Completed
INS-00446,JC001,Jaw Crusher,2024-09-28,Safety-Team,Daily,Jaw Plate Gap | Bearing Temp | Flywheel Alignment | Motor Amps | Oil Level,Jaw Plate Gap: 31.9 mm/s | Bearing Temp: 12.5 °C | Flywheel Alignment: 52.3 mm/s | Motor Amps: 73.1 A | Oil Level: 42.8 mm/s,Fail,Critical deviation in Flywheel Alignment,"Immediate maintenance required, equipment taken offline",2024-10-28,Action Pending
INS-00447,AC001,Air Compressor,2024-03-19,Third-Party-Auditor,Annual,Discharge Pressure | Oil Level | Air Temperature | Motor Amps | Safety Valve,Discharge Pressure: 55.2 bar | Oil Level: 82.5 mm/s | Air Temperature: 24.2 °C | Motor Amps: 59.6 A | Safety Valve: 68.0 mm/s,Fail,Critical deviation in Oil Level,"Immediate maintenance required, equipment taken offline",2024-03-26,Action Pending
INS-00448,BF001,Bag Filter,2023-05-24,Third-Party-Auditor,Weekly,Differential Pressure | Compressor Pressure | Filter Condition | Fan Vibration | Dust Emission,Differential Pressure: 38.1 bar | Compressor Pressure: 85.8 bar | Filter Condition: 59.3 mm/s | Fan Vibration: 82.9 mm/s | Dust Emission: 69.1 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-05-25,Completed
INS-00449,PU001,Centrifugal Pump,2023-04-12,Maintenance-Team,Annual,Discharge Pressure | Vibration | Seal Condition | Bearing Temp | Motor Amps,Discharge Pressure: 74.9 bar | Vibration: 79.4 mm/s | Seal Condition: 86.8 mm/s | Bearing Temp: 36.3 °C | Motor Amps: 14.2 A,Conditional Pass,Minor deviation in Seal Condition,Schedule follow-up within 7 days,2024-04-11,Action Pending
INS-00450,RK001,Rotary Kiln,2023-05-16,QA-Team,Daily,Kiln Shell Temp | Burning Zone Temp | Drive Torque | Tyre Migration | ID Fan Draft,Kiln Shell Temp: 21.2 °C | Burning Zone Temp: 30.1 °C | Drive Torque: 65.7 mm/s | Tyre Migration: 15.3 mm/s | ID Fan Draft: 63.8 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-05-17,Completed
INS-00451,JC001,Jaw Crusher,2023-02-24,Maintenance-Team,Monthly,Jaw Plate Gap | Bearing Temp | Flywheel Alignment | Motor Amps | Oil Level,Jaw Plate Gap: 37.7 mm/s | Bearing Temp: 28.5 °C | Flywheel Alignment: 41.9 mm/s | Motor Amps: 16.3 A | Oil Level: 43.8 mm/s,Fail,Critical deviation in Jaw Plate Gap,"Immediate maintenance required, equipment taken offline",2023-03-03,Action Pending
INS-00452,JC001,Jaw Crusher,2023-08-23,Maintenance-Team,Monthly,Jaw Plate Gap | Bearing Temp | Flywheel Alignment | Motor Amps | Oil Level,Jaw Plate Gap: 86.0 mm/s | Bearing Temp: 81.6 °C | Flywheel Alignment: 11.9 mm/s | Motor Amps: 77.6 A | Oil Level: 69.0 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-08-24,Completed
INS-00453,BE001,Bucket Elevator,2023-11-04,Safety-Team,Daily,Chain Tension | Belt Slippage | Bearing Temp | Drive Current | Take-up Position,Chain Tension: 35.2 mm/s | Belt Slippage: 77.9 mm/s | Bearing Temp: 84.0 °C | Drive Current: 36.2 A | Take-up Position: 58.2 mm/s,Conditional Pass,Minor deviation in Chain Tension,Schedule follow-up within 7 days,2024-02-02,Action Pending
INS-00454,BE001,Bucket Elevator,2023-01-28,Safety-Team,Monthly,Chain Tension | Belt Slippage | Bearing Temp | Drive Current | Take-up Position,Chain Tension: 14.7 mm/s | Belt Slippage: 69.6 mm/s | Bearing Temp: 89.1 °C | Drive Current: 44.4 A | Take-up Position: 65.3 mm/s,Fail,Critical deviation in Bearing Temp,"Immediate maintenance required, equipment taken offline",2023-02-04,Action Pending
INS-00455,AC001,Air Compressor,2023-12-30,Third-Party-Auditor,Annual,Discharge Pressure | Oil Level | Air Temperature | Motor Amps | Safety Valve,Discharge Pressure: 55.5 bar | Oil Level: 19.8 mm/s | Air Temperature: 68.8 °C | Motor Amps: 81.7 A | Safety Valve: 38.5 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-01-06,Completed
INS-00456,JC001,Jaw Crusher,2024-05-05,Third-Party-Auditor,Daily,Jaw Plate Gap | Bearing Temp | Flywheel Alignment | Motor Amps | Oil Level,Jaw Plate Gap: 79.8 mm/s | Bearing Temp: 55.8 °C | Flywheel Alignment: 41.5 mm/s | Motor Amps: 50.2 A | Oil Level: 43.3 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2025-05-05,Completed
INS-00457,RK001,Rotary Kiln,2023-08-11,QA-Team,Annual,Kiln Shell Temp | Burning Zone Temp | Drive Torque | Tyre Migration | ID Fan Draft,Kiln Shell Temp: 54.1 °C | Burning Zone Temp: 71.0 °C | Drive Torque: 86.6 mm/s | Tyre Migration: 19.3 mm/s | ID Fan Draft: 44.3 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-08-12,Completed
INS-00458,AC001,Air Compressor,2023-02-17,Safety-Team,Weekly,Discharge Pressure | Oil Level | Air Temperature | Motor Amps | Safety Valve,Discharge Pressure: 53.0 bar | Oil Level: 24.8 mm/s | Air Temperature: 74.4 °C | Motor Amps: 28.7 A | Safety Valve: 57.4 mm/s,Fail,Critical deviation in Safety Valve,"Immediate maintenance required, equipment taken offline",2023-05-18,Action Pending
INS-00459,PU001,Centrifugal Pump,2023-11-10,Safety-Team,Annual,Discharge Pressure | Vibration | Seal Condition | Bearing Temp | Motor Amps,Discharge Pressure: 20.4 bar | Vibration: 65.4 mm/s | Seal Condition: 61.1 mm/s | Bearing Temp: 45.5 °C | Motor Amps: 54.1 A,Conditional Pass,Minor deviation in Motor Amps,Schedule follow-up within 7 days,2023-11-17,Action Pending
INS-00460,VRM001,Vertical Roller Mill,2023-08-25,Safety-Team,Quarterly,Hydraulic Pressure | Roller Gap | Gearbox Oil Level | Vibration | Mill DP,Hydraulic Pressure: 19.8 bar | Roller Gap: 30.0 mm/s | Gearbox Oil Level: 48.8 mm/s | Vibration: 23.8 mm/s | Mill DP: 54.6 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-09-24,Completed
INS-00461,AC001,Air Compressor,2024-02-16,Third-Party-Auditor,Quarterly,Discharge Pressure | Oil Level | Air Temperature | Motor Amps | Safety Valve,Discharge Pressure: 57.4 bar | Oil Level: 15.2 mm/s | Air Temperature: 81.6 °C | Motor Amps: 37.2 A | Safety Valve: 28.9 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-05-16,Completed
INS-00462,BM001,Ball Mill,2023-06-08,Maintenance-Team,Daily,Bearing Temp | Oil Pressure | Motor Current | Shell Temperature | Lubrication Flow,Bearing Temp: 85.8 °C | Oil Pressure: 87.9 bar | Motor Current: 85.7 A | Shell Temperature: 82.7 °C | Lubrication Flow: 25.4 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-06-09,Completed
INS-00463,ENG001,Cummins Engine,2024-11-11,QA-Team,Daily,Oil Pressure | Coolant Temp | Battery Voltage | Exhaust Temp | RPM,Oil Pressure: 82.1 bar | Coolant Temp: 18.6 °C | Battery Voltage: 87.0 mm/s | Exhaust Temp: 50.0 °C | RPM: 53.9 mm/s,Conditional Pass,Minor deviation in Oil Pressure,Schedule follow-up within 7 days,2024-11-18,Action Pending
INS-00464,RK001,Rotary Kiln,2023-05-13,Production-Team,Quarterly,Kiln Shell Temp | Burning Zone Temp | Drive Torque | Tyre Migration | ID Fan Draft,Kiln Shell Temp: 11.6 °C | Burning Zone Temp: 13.7 °C | Drive Torque: 51.8 mm/s | Tyre Migration: 25.9 mm/s | ID Fan Draft: 81.7 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-08-11,Completed
INS-00465,BE001,Bucket Elevator,2023-01-15,Safety-Team,Quarterly,Chain Tension | Belt Slippage | Bearing Temp | Drive Current | Take-up Position,Chain Tension: 45.7 mm/s | Belt Slippage: 67.1 mm/s | Bearing Temp: 73.4 °C | Drive Current: 76.8 A | Take-up Position: 81.2 mm/s,Fail,Critical deviation in Take-up Position,"Immediate maintenance required, equipment taken offline",2023-02-14,Action Pending
INS-00466,PU001,Centrifugal Pump,2024-05-13,Safety-Team,Monthly,Discharge Pressure | Vibration | Seal Condition | Bearing Temp | Motor Amps,Discharge Pressure: 63.1 bar | Vibration: 57.8 mm/s | Seal Condition: 30.7 mm/s | Bearing Temp: 22.3 °C | Motor Amps: 53.9 A,Fail,Critical deviation in Discharge Pressure,"Immediate maintenance required, equipment taken offline",2024-05-14,Action Pending
INS-00467,VRM001,Vertical Roller Mill,2023-12-03,Safety-Team,Quarterly,Hydraulic Pressure | Roller Gap | Gearbox Oil Level | Vibration | Mill DP,Hydraulic Pressure: 83.9 bar | Roller Gap: 60.8 mm/s | Gearbox Oil Level: 73.3 mm/s | Vibration: 81.5 mm/s | Mill DP: 86.5 mm/s,Fail,Critical deviation in Gearbox Oil Level,"Immediate maintenance required, equipment taken offline",2024-01-02,Action Pending
INS-00468,RK001,Rotary Kiln,2023-07-01,QA-Team,Daily,Kiln Shell Temp | Burning Zone Temp | Drive Torque | Tyre Migration | ID Fan Draft,Kiln Shell Temp: 46.7 °C | Burning Zone Temp: 26.8 °C | Drive Torque: 68.9 mm/s | Tyre Migration: 26.5 mm/s | ID Fan Draft: 19.5 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-06-30,Completed
INS-00469,VRM001,Vertical Roller Mill,2023-08-12,Third-Party-Auditor,Daily,Hydraulic Pressure | Roller Gap | Gearbox Oil Level | Vibration | Mill DP,Hydraulic Pressure: 34.3 bar | Roller Gap: 71.5 mm/s | Gearbox Oil Level: 44.1 mm/s | Vibration: 78.0 mm/s | Mill DP: 43.9 mm/s,Fail,Critical deviation in Mill DP,"Immediate maintenance required, equipment taken offline",2023-09-11,Action Pending
INS-00470,BC001,Belt Conveyor,2023-02-24,Safety-Team,Monthly,Belt Alignment | Idler Condition | Belt Tension | Motor Amps | Slip Detection,Belt Alignment: 16.8 mm/s | Idler Condition: 16.0 mm/s | Belt Tension: 34.5 mm/s | Motor Amps: 65.4 A | Slip Detection: 80.4 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-02-24,Completed
INS-00471,BF001,Bag Filter,2023-03-19,QA-Team,Daily,Differential Pressure | Compressor Pressure | Filter Condition | Fan Vibration | Dust Emission,Differential Pressure: 88.7 bar | Compressor Pressure: 26.0 bar | Filter Condition: 37.7 mm/s | Fan Vibration: 61.3 mm/s | Dust Emission: 24.8 mm/s,Fail,Critical deviation in Differential Pressure,"Immediate maintenance required, equipment taken offline",2023-04-18,Action Pending
INS-00472,BM001,Ball Mill,2024-02-25,QA-Team,Daily,Bearing Temp | Oil Pressure | Motor Current | Shell Temperature | Lubrication Flow,Bearing Temp: 15.7 °C | Oil Pressure: 13.3 bar | Motor Current: 46.6 A | Shell Temperature: 58.6 °C | Lubrication Flow: 51.7 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-02-26,Completed
INS-00473,BF001,Bag Filter,2023-02-25,Maintenance-Team,Annual,Differential Pressure | Compressor Pressure | Filter Condition | Fan Vibration | Dust Emission,Differential Pressure: 12.1 bar | Compressor Pressure: 88.7 bar | Filter Condition: 69.7 mm/s | Fan Vibration: 80.1 mm/s | Dust Emission: 56.7 mm/s,Fail,Critical deviation in Filter Condition,"Immediate maintenance required, equipment taken offline",2024-02-25,Action Pending
INS-00474,BF001,Bag Filter,2023-12-20,Safety-Team,Annual,Differential Pressure | Compressor Pressure | Filter Condition | Fan Vibration | Dust Emission,Differential Pressure: 43.5 bar | Compressor Pressure: 55.3 bar | Filter Condition: 18.3 mm/s | Fan Vibration: 71.7 mm/s | Dust Emission: 82.1 mm/s,Fail,Critical deviation in Filter Condition,"Immediate maintenance required, equipment taken offline",2024-12-19,Action Pending
INS-00475,RK001,Rotary Kiln,2024-03-12,Third-Party-Auditor,Weekly,Kiln Shell Temp | Burning Zone Temp | Drive Torque | Tyre Migration | ID Fan Draft,Kiln Shell Temp: 47.9 °C | Burning Zone Temp: 38.7 °C | Drive Torque: 70.3 mm/s | Tyre Migration: 18.3 mm/s | ID Fan Draft: 56.7 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-04-11,Completed
INS-00476,BM001,Ball Mill,2024-09-13,Third-Party-Auditor,Daily,Bearing Temp | Oil Pressure | Motor Current | Shell Temperature | Lubrication Flow,Bearing Temp: 66.3 °C | Oil Pressure: 35.1 bar | Motor Current: 83.8 A | Shell Temperature: 77.6 °C | Lubrication Flow: 63.3 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-12-12,Completed
INS-00477,BC001,Belt Conveyor,2024-09-17,Third-Party-Auditor,Annual,Belt Alignment | Idler Condition | Belt Tension | Motor Amps | Slip Detection,Belt Alignment: 32.0 mm/s | Idler Condition: 26.3 mm/s | Belt Tension: 55.2 mm/s | Motor Amps: 31.8 A | Slip Detection: 81.7 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-09-18,Completed
INS-00478,AC001,Air Compressor,2023-02-24,Third-Party-Auditor,Annual,Discharge Pressure | Oil Level | Air Temperature | Motor Amps | Safety Valve,Discharge Pressure: 16.6 bar | Oil Level: 35.3 mm/s | Air Temperature: 74.9 °C | Motor Amps: 71.2 A | Safety Valve: 36.2 mm/s,Conditional Pass,Minor deviation in Safety Valve,Schedule follow-up within 7 days,2024-02-24,Action Pending
INS-00479,BF001,Bag Filter,2024-01-06,Third-Party-Auditor,Weekly,Differential Pressure | Compressor Pressure | Filter Condition | Fan Vibration | Dust Emission,Differential Pressure: 55.5 bar | Compressor Pressure: 29.7 bar | Filter Condition: 26.8 mm/s | Fan Vibration: 37.1 mm/s | Dust Emission: 64.0 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-01-13,Completed
INS-00480,BM001,Ball Mill,2024-10-18,Safety-Team,Daily,Bearing Temp | Oil Pressure | Motor Current | Shell Temperature | Lubrication Flow,Bearing Temp: 61.3 °C | Oil Pressure: 26.4 bar | Motor Current: 51.9 A | Shell Temperature: 61.0 °C | Lubrication Flow: 28.1 mm/s,Conditional Pass,Minor deviation in Bearing Temp,Schedule follow-up within 7 days,2024-11-17,Action Pending
INS-00481,JC001,Jaw Crusher,2023-10-22,Production-Team,Weekly,Jaw Plate Gap | Bearing Temp | Flywheel Alignment | Motor Amps | Oil Level,Jaw Plate Gap: 88.6 mm/s | Bearing Temp: 16.7 °C | Flywheel Alignment: 74.5 mm/s | Motor Amps: 31.4 A | Oil Level: 81.9 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-11-21,Completed
INS-00482,RK001,Rotary Kiln,2024-08-15,Third-Party-Auditor,Annual,Kiln Shell Temp | Burning Zone Temp | Drive Torque | Tyre Migration | ID Fan Draft,Kiln Shell Temp: 76.9 °C | Burning Zone Temp: 26.7 °C | Drive Torque: 40.1 mm/s | Tyre Migration: 64.8 mm/s | ID Fan Draft: 73.1 mm/s,Conditional Pass,Minor deviation in Drive Torque,Schedule follow-up within 7 days,2024-08-16,Action Pending
INS-00483,RK001,Rotary Kiln,2023-08-09,Safety-Team,Weekly,Kiln Shell Temp | Burning Zone Temp | Drive Torque | Tyre Migration | ID Fan Draft,Kiln Shell Temp: 60.1 °C | Burning Zone Temp: 40.0 °C | Drive Torque: 36.9 mm/s | Tyre Migration: 12.8 mm/s | ID Fan Draft: 23.1 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-08-10,Completed
INS-00484,ENG001,Cummins Engine,2023-12-14,Production-Team,Annual,Oil Pressure | Coolant Temp | Battery Voltage | Exhaust Temp | RPM,Oil Pressure: 45.4 bar | Coolant Temp: 67.7 °C | Battery Voltage: 44.3 mm/s | Exhaust Temp: 29.0 °C | RPM: 54.4 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-12-21,Completed
INS-00485,ENG001,Cummins Engine,2023-09-19,Maintenance-Team,Annual,Oil Pressure | Coolant Temp | Battery Voltage | Exhaust Temp | RPM,Oil Pressure: 64.5 bar | Coolant Temp: 42.2 °C | Battery Voltage: 58.1 mm/s | Exhaust Temp: 65.9 °C | RPM: 39.1 mm/s,Conditional Pass,Minor deviation in Coolant Temp,Schedule follow-up within 7 days,2024-09-18,Action Pending
INS-00486,ENG001,Cummins Engine,2023-06-13,Safety-Team,Quarterly,Oil Pressure | Coolant Temp | Battery Voltage | Exhaust Temp | RPM,Oil Pressure: 79.6 bar | Coolant Temp: 43.8 °C | Battery Voltage: 28.0 mm/s | Exhaust Temp: 52.8 °C | RPM: 52.8 mm/s,Fail,Critical deviation in Oil Pressure,"Immediate maintenance required, equipment taken offline",2023-06-20,Action Pending
INS-00487,AC001,Air Compressor,2024-01-16,Third-Party-Auditor,Annual,Discharge Pressure | Oil Level | Air Temperature | Motor Amps | Safety Valve,Discharge Pressure: 89.3 bar | Oil Level: 33.0 mm/s | Air Temperature: 42.9 °C | Motor Amps: 46.1 A | Safety Valve: 83.0 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-01-17,Completed
INS-00488,AC001,Air Compressor,2023-08-07,Maintenance-Team,Quarterly,Discharge Pressure | Oil Level | Air Temperature | Motor Amps | Safety Valve,Discharge Pressure: 12.6 bar | Oil Level: 10.1 mm/s | Air Temperature: 77.0 °C | Motor Amps: 37.3 A | Safety Valve: 29.3 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-11-05,Completed
INS-00489,JC001,Jaw Crusher,2023-05-25,Maintenance-Team,Daily,Jaw Plate Gap | Bearing Temp | Flywheel Alignment | Motor Amps | Oil Level,Jaw Plate Gap: 58.8 mm/s | Bearing Temp: 52.0 °C | Flywheel Alignment: 28.0 mm/s | Motor Amps: 15.4 A | Oil Level: 73.3 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-06-24,Completed
INS-00490,VRM001,Vertical Roller Mill,2023-10-20,Maintenance-Team,Weekly,Hydraulic Pressure | Roller Gap | Gearbox Oil Level | Vibration | Mill DP,Hydraulic Pressure: 57.6 bar | Roller Gap: 28.4 mm/s | Gearbox Oil Level: 72.8 mm/s | Vibration: 29.0 mm/s | Mill DP: 77.0 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-10-21,Completed
INS-00491,JC001,Jaw Crusher,2023-08-28,Production-Team,Annual,Jaw Plate Gap | Bearing Temp | Flywheel Alignment | Motor Amps | Oil Level,Jaw Plate Gap: 30.9 mm/s | Bearing Temp: 20.4 °C | Flywheel Alignment: 67.0 mm/s | Motor Amps: 12.4 A | Oil Level: 74.6 mm/s,Fail,Critical deviation in Motor Amps,"Immediate maintenance required, equipment taken offline",2023-08-29,Action Pending
INS-00492,ENG001,Cummins Engine,2023-01-24,QA-Team,Weekly,Oil Pressure | Coolant Temp | Battery Voltage | Exhaust Temp | RPM,Oil Pressure: 61.6 bar | Coolant Temp: 22.2 °C | Battery Voltage: 34.4 mm/s | Exhaust Temp: 55.4 °C | RPM: 75.7 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-02-23,Completed
INS-00493,BM001,Ball Mill,2024-11-07,Maintenance-Team,Daily,Bearing Temp | Oil Pressure | Motor Current | Shell Temperature | Lubrication Flow,Bearing Temp: 59.2 °C | Oil Pressure: 39.6 bar | Motor Current: 85.8 A | Shell Temperature: 63.6 °C | Lubrication Flow: 25.9 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-11-08,Completed
INS-00494,ENG001,Cummins Engine,2024-06-20,Production-Team,Daily,Oil Pressure | Coolant Temp | Battery Voltage | Exhaust Temp | RPM,Oil Pressure: 59.0 bar | Coolant Temp: 18.2 °C | Battery Voltage: 15.6 mm/s | Exhaust Temp: 22.9 °C | RPM: 68.3 mm/s,Fail,Critical deviation in Exhaust Temp,"Immediate maintenance required, equipment taken offline",2024-06-21,Action Pending
INS-00495,BC001,Belt Conveyor,2024-04-11,Third-Party-Auditor,Annual,Belt Alignment | Idler Condition | Belt Tension | Motor Amps | Slip Detection,Belt Alignment: 15.7 mm/s | Idler Condition: 37.5 mm/s | Belt Tension: 77.3 mm/s | Motor Amps: 83.4 A | Slip Detection: 36.4 mm/s,Fail,Critical deviation in Belt Tension,"Immediate maintenance required, equipment taken offline",2024-04-12,Action Pending
INS-00496,BF001,Bag Filter,2024-12-28,Maintenance-Team,Quarterly,Differential Pressure | Compressor Pressure | Filter Condition | Fan Vibration | Dust Emission,Differential Pressure: 33.6 bar | Compressor Pressure: 56.8 bar | Filter Condition: 60.0 mm/s | Fan Vibration: 78.7 mm/s | Dust Emission: 14.6 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2025-03-28,Completed
INS-00497,BF001,Bag Filter,2023-11-11,QA-Team,Quarterly,Differential Pressure | Compressor Pressure | Filter Condition | Fan Vibration | Dust Emission,Differential Pressure: 13.3 bar | Compressor Pressure: 19.6 bar | Filter Condition: 59.4 mm/s | Fan Vibration: 14.5 mm/s | Dust Emission: 36.1 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-11-12,Completed
INS-00498,AC001,Air Compressor,2023-08-24,Production-Team,Quarterly,Discharge Pressure | Oil Level | Air Temperature | Motor Amps | Safety Valve,Discharge Pressure: 66.9 bar | Oil Level: 85.3 mm/s | Air Temperature: 88.0 °C | Motor Amps: 83.6 A | Safety Valve: 11.2 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-11-22,Completed
